name	municipality	population	lat	lon
Unnaryd	1315	699	56.9500	13.5167
Upphärad	1488	562	58.1667	12.2833
Upplands Väsby	0114	50323	59.5204	17.9083
Uppsala	0380	174982	59.8585	17.6454
Urshult	0763	924	56.5333	14.7833
Ursviken	2482	3999	64.7126	21.1658
Utansjö	2280	202	62.7814	17.9328
Uttran	0127	200	59.2000	17.8000
Utö	0136	200	58.9667	18.3331
Vadstena	0584	5802	58.4486	14.8897
Vaggeryd	0665	5761	57.4981	14.1484
Vagnhärad	0488	4109	58.9500	17.5167
Valbo	2180	200	60.6500	17.0333
Valdemarsvik	0563	2655	58.2031	16.6023
Valla	0483	1439	59.0167	16.3833
Vallberga	1381	788	56.4667	13.0167
Vallda	1384	3981	57.4775	12.0014
Vallentuna	0115	33918	59.5344	18.0776
Vallsta	2183	331	61.5333	16.3667
Vallvik	2182	217	61.1833	17.1833
Vallåkra	1283	866	56.0067	12.7805
Valskog	1960	692	59.4500	15.9500
Vankiva	1293	397	56.1833	13.7333
Vansbro	2021	2137	60.5089	14.2246
Vara	1470	4432	58.2623	12.9541
Varberg	1383	38575	57.1056	12.2508
Varekil	1421	933	58.1333	11.7000
Vargön	1487	4942	58.3560	12.3906
Varnhem	1495	700	58.3833	13.6500
Vartofta	1499	514	58.1000	13.6333
Vassmolösa	0880	530	56.6000	16.1667
Vattholma	0380	1058	60.0167	17.7333
Vaxholm	0187	6025	59.4022	18.3532
Veberöd	1281	5647	55.6333	13.4833
Veddige	1383	2284	57.2667	12.3167
Vederslöv	0780	200	56.7833	14.7333
Vedevåg	1885	669	59.5333	15.2833
Vedum	1470	945	58.1667	12.9833
Vega	0136	200	59.1882	18.1230
Vegby	1491	611	57.6833	13.3833
Veinge	1381	1444	56.5500	13.0667
Vejbystrand	1292	200	56.3167	12.7667
Vellinge	1233	7274	55.4712	13.0197
Vemdalen	2361	661	62.4500	13.8667
Vemhån	2361	200	62.3000	14.0333
Venjan	2062	206	60.9500	13.9167
Vessigebro	1382	875	56.9833	12.6500
Vetlanda	0685	13895	57.4289	15.0776
Vettasjärvi	2523	200	67.3667	21.6833
Vidsel	2560	389	65.8500	20.5167
Vikarbyn	2031	1191	60.9167	15.0167
Vikbolandet	0581	200	58.6062	16.2364
Viken	1284	5162	56.1500	12.5667
Vikingstad	0580	2734	58.3830	15.4320
Vikmanshyttan	2083	843	60.2833	15.8167
Viksjöfors	2121	258	61.3333	15.9500
Vilhelmina	2462	3245	64.6268	16.6563
Villands Vånga	1290	200	56.1833	14.3667
Vilshult	1060	268	56.3500	14.4667
Vimmerby	0884	8176	57.6659	15.8551
Vinberg	1382	648	56.9500	12.5333
Vindelgransele	2481	200	65.1000	18.2667
Vindeln	2404	2505	64.2017	19.7195
Vingåker	0428	4514	59.0433	15.8737
Vinninga	1494	1063	58.4500	13.2667
Vinslöv	1293	4113	56.1000	13.9167
Vintrosa	1814	3156	59.2818	15.0303
Virestad	0765	200	56.6167	14.3333
Virsbo	1907	1263	59.8667	16.0333
Virserum	0860	1698	57.3167	15.5833
Visby	0980	26305	57.6409	18.2960
Visingsö	0680	200	58.0167	14.3167
Viskafors	1490	2787	57.6333	12.8333
Vislanda	0764	1809	56.7833	14.4500
Vissefjärda	0862	601	56.5333	15.5833
Visseltofta	1273	200	56.4167	13.8500
Vistträsk	2560	215	65.6520	20.8647
Vitaby	1291	353	55.7000	14.1667
Vittaryd	0781	305	56.9667	13.9333
Vittinge	0331	616	59.9000	17.0667
Vittsjö	1293	1792	56.3333	13.6667
Vittskövle	1290	228	55.8500	14.1333
Vitå	2580	200	65.9167	22.4000
Vollsjö	1265	945	55.7000	13.7667
Vormsele	2481	200	64.9000	18.6833
Voxnabruk	2121	200	61.3667	15.5000
Vrena	0480	639	58.8667	16.6833
Vreta Kloster	0583	200	58.4833	15.5167
Vretstorp	1861	941	59.0333	14.8667
Vrigstad	0684	1477	57.3500	14.4667
Vuollerim	2510	591	66.4304	20.6243
Väckelsång	0763	946	56.6333	14.9167
Väddö	0188	200	59.9833	18.8167
Väderstad	0586	544	58.3167	14.9167
Väja	2282	200	62.9833	17.6833
Vällingby	0180	200	59.3644	17.8741
Vänersborg	1487	24731	58.3807	12.3234
Vänge	0380	1259	59.8730	17.5757
Vännäs	2460	4585	63.9068	19.7571
Vännäsby	2460	1763	63.9333	19.8333
Värends Nöbbele	0780	200	56.8951	14.8858
Väring	1496	669	58.5000	13.9500
Värmdö	0120	46635	59.3500	18.5000
Värmlands Nysäter	1785	200	59.3000	12.7667
Värmskog	1785	200	59.3667	12.9333
Värnamo	0683	20273	57.1860	14.0400
Värsås	1496	582	58.3500	14.0500
Väröbacka	1383	850	57.2500	12.1833
Väse	1780	566	59.3806	13.6135
Västerfärnebo	1981	509	59.9500	16.2833
Västerhaninge	0136	31941	59.1167	18.1000
Västerlanda	1462	200	58.1000	12.1167
Västerljung	0488	378	58.9167	17.4333
Västervik	0883	21615	57.7584	16.6373
Västerås	1980	131643	59.6162	16.5528
Västra Frölunda	1480	200	57.6467	11.9294
Västra Karup	1278	604	56.4167	12.7500
Västra Torup	1293	205	56.1500	13.4833
Västra Tunhem	1487	200	58.2997	12.4000
Västra Ämtervik	1766	363	59.7333	13.1333
Vätö	0188	200	59.8167	18.9167
Växjö	0780	74052	56.8777	14.8091
Vålberg	1780	2764	59.4000	13.1667
Vålådalen	2321	200	63.1667	12.9667
Våmhus	2062	808	61.1333	14.4667
Vårby	0126	200	59.2667	17.8833
Vårgårda	1442	6198	58.0371	12.8091
Våxtorp	1381	1098	56.4333	13.1000
Yngsjö	1290	758	55.8833	14.2167
Ystad	1286	21259	55.4297	13.8204
Ytterby	1482	200	57.8667	11.9167
Ytterhogdal	2361	472	62.1833	14.9500
Zinkgruvan	1882	334	58.8167	15.0833
Älandsbro	2280	888	62.6667	17.8333
Älekulla	1463	200	57.3500	12.7000
Älgarås	1473	341	58.8000	14.2333
Älghult	0760	416	57.0167	15.5667
Älmeboda	0862	200	56.5833	15.2500
Älmestad	1491	200	57.9167	13.3333
Älmhult	0765	11053	56.5515	14.1383
Älta	0182	200	59.2667	18.1833
Älvdalen	2039	1871	61.2277	14.0393
Älvkarleby	0319	1506	60.5708	17.4489
Älvsbyn	2560	4923	65.6762	21.0016
Älvsered	1382	442	57.2333	12.8667
Älvsjö	0180	200	59.2793	18.0111
Älvängen	1440	6634	57.9667	12.1167
Äng	0682	293	57.7000	14.5667
Ängelholm	1292	31089	56.2428	12.8622
Ängelsberg	1982	200	59.9667	16.0000
Äppelbo	2021	477	60.4833	14.0000
Ärla	0484	1244	59.2833	16.6667
Äspered	1490	330	57.7500	13.1833
Äsperöd	1265	229	55.6167	13.9167
Ätran	1382	393	57.1167	12.9500
Åby	0581	7173	58.6667	16.1833
Åhus	1290	10877	55.9167	14.2833
Åkarp	1231	6394	55.6540	13.1111
Åkers Styckebruk	0486	200	59.2500	17.0833
Åkersberga	0117	37714	59.4794	18.2997
Åled	1380	1883	56.7500	12.9333
Ålem	0861	200	56.9500	16.3833
Åmmeberg	1882	443	58.8667	15.0000
Åmotfors	1730	1388	59.7667	12.3667
Åmotsbruk	2183	200	60.9147	16.6611
Åmsele	2404	200	64.5333	19.3333
Åmål	1492	8954	59.0510	12.7049
Ånge	2260	2688	62.5250	15.6590
Ånimskog	1492	200	58.8833	12.5667
Ånäset	2409	598	64.2667	21.0500
Åre	2321	3699	63.3984	13.0802
Årjäng	1765	3328	59.3922	12.1334
Årsta	0180	200	59.3000	18.0500
Årsunda	2181	985	60.5333	16.7333
Åryd	0780	710	56.8472	14.8962
Ås	2309	1589	63.2500	14.5667
Åsa	1384	6102	57.3500	12.1167
Åsarna	2326	200	62.6500	14.3500
Åsarp	1499	583	58.0333	13.5667
Åsbro	1882	1460	59.0000	15.0500
Åseda	0760	2713	57.1701	15.3443
Åsele	2463	1633	63.9592	17.2741
Åsenhöga	0617	200	57.4000	13.8000
Åsensbruk	1461	620	58.7997	12.4167
Åshammar	2181	666	60.6500	16.5333
Åsljunga	1257	759	56.3167	13.3667
Åstol	1419	200	57.9167	11.5833
Åstorp	1277	10063	56.1357	12.9443
Åtorp	1862	200	59.1167	14.3500
Åtvidaberg	0561	6963	58.2015	15.9977
Öckerö	1407	12771	57.6923	11.6506
Ödeborg	1439	575	58.5451	11.9746
Ödeshög	0509	2646	58.2295	14.6529
Ödskölt	1460	200	58.8844	11.9857
Ödsmål	1415	1414	58.1000	11.8500
Ödåkra	1283	5768	56.0600	12.7041
Ödåkra-Väla	1283	200	56.0786	12.8000
Öje	2023	200	60.8167	13.8500
Öjebyn	2581	200	65.3500	21.4000
Öjersjö	1402	200	57.7000	12.1167
Ölsremma	1452	200	57.6167	13.6000
Önnestad	1290	1393	56.0500	14.0167
Örby	1463	200	57.4833	12.7000
Örbyhus	0360	2276	60.2333	17.7000
Örebro	1880	128658	59.2741	15.2066
Öregrund	0382	1571	60.0921	17.9099
Örkelljunga	1257	5507	56.2834	13.2777
Örnsköldsvik	2284	33399	63.2909	18.7153
Örsjö	0881	379	56.7000	15.7500
Örsundsbro	0381	1423	59.7139	17.2917
Örträsk	2481	200	64.1333	18.9833
Örviken	2482	442	64.6833	21.2000
Ösmo	0192	3988	58.9833	17.9000
Östansjö	1861	831	59.0500	14.9833
Östavall	2260	200	62.4333	15.4667
Österbybruk	0382	2344	60.2000	17.9000
Österbymo	0512	862	57.8246	15.2736
Österfärnebo	2181	456	60.3000	16.8000
Österskär	0117	200	59.4671	18.3062
Östersund	2380	53992	63.1792	14.6357
Östervåla	0331	1850	60.1833	17.1833
Östhammar	0382	4986	60.2591	18.3741
Östmark	1737	200	60.2833	12.7500
Östra Frölunda	1465	310	57.3333	13.0167
Östra Karup	1278	200	56.4167	12.9500
Östra Ljungby	1276	1812	56.1833	13.0667
Östra Ryd	0582	439	58.4000	16.1500
Östra Sönnarslöv	1290	268	55.8833	14.0167
Östra Ämtervik	1766	200	59.8438	13.1354
Överhörnäs	2284	200	63.3000	18.5500
Överkalix	2513	993	66.3275	22.8441
Överlida	1465	488	57.3500	12.8833
Övertorneå	2518	1651	66.3878	23.6543
Överum	0883	1096	57.9833	16.3167
Öxabäck	1463	329	57.4000	12.8000
Öxnevalla	1463	200	57.3810	12.4929
